strain	date	data_source	sample_source	region	location	lineage	age
PV252971.1	2023-04-15	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PV052167.1	2023-04-20	GenBank	Mathis	North-America	Washington(USA)	A2.2.2	NA
PV052168.1	2023-04-20	GenBank	Mathis	North-America	Washington(USA)	A2.2.2	NA
PV052169.1	2023-04-20	GenBank	Mathis	North-America	Washington(USA)	A2.2.2	NA
PV052178.1	2023-04-22	GenBank	Mathis	North-America	Washington(USA)	B2	NA
PV052179.1	2023-04-22	GenBank	Mathis	North-America	Washington(USA)	A2.2.2	NA
PV052191.1	2023-04-25	GenBank	Mathis	North-America	Washington(USA)	A2.2.1	NA
PV052197.1	2023-04-28	GenBank	Mathis	North-America	Washington(USA)	A2.2.2	NA
PV052215.1	2023-05-01	GenBank	Nunley	North-America	Washington(USA)	A2.2.2	NA
PV052216.1	2023-05-01	GenBank	Nunley	North-America	Washington(USA)	B2	NA
PV052138.1	2023-05-04	GenBank	Mathis	North-America	Washington(USA)	A2.2.1	NA
PV052139.1	2023-05-11	GenBank	Longley	North-America	Washington(USA)	A2.2.2	NA
PV052161.1	2023-05-16	GenBank	Mathis	North-America	Washington(USA)	B2	NA
PV052176.1	2023-05-20	GenBank	Mathis	North-America	Washington(USA)	A2.2.2	NA
PV052185.1	2023-05-22	GenBank	Mathis	North-America	Washington(USA)	B2	NA
PV052217.1	2023-06-01	GenBank	Nunley	North-America	Washington(USA)	A2.2.2	NA
PV052218.1	2023-06-01	GenBank	Nunley	North-America	Washington(USA)	B2	NA
PV052219.1	2023-06-01	GenBank	Nunley	North-America	Washington(USA)	A2.2.2	NA
PV052220.1	2023-06-01	GenBank	Nunley	North-America	Washington(USA)	A2.2.2	NA
PV052182.1	2023-06-23	GenBank	Longley	North-America	Washington(USA)	A2.2.2	NA
PV252959.1	2023-08-08	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PV252980.1	2023-09-26	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PV252969.1	2023-10-11	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PV052188.1	2023-10-24	GenBank	Longley	North-America	Washington(USA)	A2.2.2	NA
PV052221.1	2023-11-01	GenBank	Nunley	North-America	Washington(USA)	A2.2.2	NA
PV052222.1	2023-11-01	GenBank	Nunley	North-America	Washington(USA)	B2	NA
PV052175.1	2023-11-21	GenBank	Longley	North-America	Washington(USA)	A2.2.2	NA
PV052189.1	2023-11-25	GenBank	Longley	North-America	Washington(USA)	A2.2.2	NA
PV252955.1	2023-11-28	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PV052223.1	2023-12-01	GenBank	Nunley	North-America	Washington(USA)	A2.2.2	NA
PV052162.1	2023-12-16	GenBank	Longley	North-America	Washington(USA)	A2.2.2	NA
PV252958.1	2023-12-26	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PV022071.1	2024-01-03	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PV252977.1	2024-01-07	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PV252981.1	2024-01-24	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PV252979.1	2024-02-01	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PV252966.1	2024-02-21	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PV252963.1	2024-02-22	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PV252972.1	2024-03-22	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PV455599.1	2024-03-25	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PV252965.1	2024-03-28	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PV052134.1	2024-04-02	GenBank	Longley	North-America	Washington(USA)	A2.2.2	NA
PV052145.1	2024-04-08	GenBank	Longley	North-America	Washington(USA)	A2.2.2	NA
PV052181.1	2024-04-22	GenBank	Longley	North-America	Washington(USA)	B2	NA
PV052184.1	2024-04-23	GenBank	Longley	North-America	Washington(USA)	A2.2.2	NA
PV052146.1	2024-05-08	GenBank	Longley	North-America	Washington(USA)	A2.2.2	NA
PV052149.1	2024-05-11	GenBank	Longley	North-America	Washington(USA)	B2	NA
PV052150.1	2024-05-11	GenBank	Longley	North-America	Washington(USA)	B2	NA
PV052166.1	2024-05-18	GenBank	Longley	North-America	Washington(USA)	A2.2.2	NA
PV052177.1	2024-05-21	GenBank	Longley	North-America	Washington(USA)	B2	NA
PV052183.1	2024-05-22	GenBank	Longley	North-America	Washington(USA)	A2.2.2	NA
PV052199.1	2024-05-29	GenBank	Longley	North-America	Washington(USA)	B2	NA
PV052147.1	2024-06-11	GenBank	Longley	North-America	Washington(USA)	B2	NA
PV052151.1	2024-06-11	GenBank	Longley	North-America	Washington(USA)	A2.2.2	NA
PV052164.1	2024-06-18	GenBank	Longley	North-America	Washington(USA)	A2.2.2	NA
PV052172.1	2024-06-21	GenBank	Longley	North-America	Washington(USA)	A2.2.2	NA
PV052174.1	2024-06-21	GenBank	Longley	North-America	Washington(USA)	A2.2.2	NA
PV052187.1	2024-06-24	GenBank	Longley	North-America	Washington(USA)	A2.2.2	NA
PV052190.1	2024-06-25	GenBank	Longley	North-America	Washington(USA)	A2.2.2	NA
PV052194.1	2024-06-27	GenBank	Longley	North-America	Washington(USA)	A2.2.2	NA
PV052196.1	2024-06-27	GenBank	Longley	North-America	Washington(USA)	B2	NA
PV052153.1	2024-07-12	GenBank	Longley	North-America	Washington(USA)	A2.2.2	NA
PV052171.1	2024-07-12	GenBank	Longley	North-America	Washington(USA)	A2.2.2	NA
PV052180.1	2024-07-19	GenBank	Longley	North-America	Washington(USA)	B2	NA
PV052158.1	2024-07-23	GenBank	Longley	North-America	Washington(USA)	B2	NA
PV052224.1	2024-11-01	GenBank	Nunley	North-America	Washington(USA)	B2	NA
PV052225.1	2024-11-01	GenBank	Nunley	North-America	Washington(USA)	A2.2.2	NA
PV052226.1	2024-11-01	GenBank	Nunley	North-America	Washington(USA)	B2	NA
PV052201.1	2024-11-30	GenBank	Nunley	North-America	Washington(USA)	A2.2.2	NA
PV052227.1	2024-12-01	GenBank	Nunley	North-America	Washington(USA)	A2.2.2	NA
PV052228.1	2024-12-01	GenBank	Nunley	North-America	Washington(USA)	B2	NA
PV052229.1	2024-12-01	GenBank	Nunley	North-America	Washington(USA)	B2	NA
PV052230.1	2024-12-01	GenBank	Nunley	North-America	Washington(USA)	A2.2.1	NA
PV052231.1	2024-12-01	GenBank	Nunley	North-America	Washington(USA)	B2	NA
PV052140.1	2024-12-06	GenBank	Nunley	North-America	Washington(USA)	A2.2.2	NA
PV052155.1	2024-12-12	GenBank	Nunley	North-America	Washington(USA)	B2	NA
PV052192.1	2024-12-25	GenBank	Nunley	North-America	Washington(USA)	A2.2.2	NA
PV052135.1	2025-01-03	GenBank	Nunley	North-America	Washington(USA)	A2.2.2	NA
KF530188.1	2009-12-17	GenBank	Lorenzi	North-America	Wisconsin(USA)	NA	NA
KF530185.1	2010-01-17	GenBank	Lorenzi	North-America	Wisconsin(USA)	B1	NA
KF530186.1	2010-01-30	GenBank	Lorenzi	North-America	Wisconsin(USA)	NA	NA
MK588635.1	2012-02-28	GenBank	Kamau	East-Africa	Zambia	A2.1	NA
